acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
18812,-1492,3544,-132,186,-184,2025-01-27 13:57:29,0.0
18816,-1428,3624,-120,187,-183,2025-01-27 13:57:29,0.0
18836,-1568,3508,-130,223,-153,2025-01-27 13:57:29,0.0
18864,-1496,3624,-105,225,-204,2025-01-27 13:57:29,0.0
18784,-1512,3592,-102,252,-184,2025-01-27 13:57:29,0.0
18828,-1516,3540,-138,265,-185,2025-01-27 13:57:29,0.0
18844,-1488,3692,-155,242,-189,2025-01-27 13:57:29,0.0
18776,-1492,3592,-162,294,-173,2025-01-27 13:57:29,0.0
18920,-1468,3572,-155,270,-153,2025-01-27 13:57:29,0.0
18744,-1528,3456,-194,212,-192,2025-01-27 13:57:29,0.0
18828,-1516,3568,-160,192,-170,2025-01-27 13:57:29,0.0
18848,-1580,3668,-155,256,-178,2025-01-27 13:57:29,0.0
18772,-1496,3656,-173,254,-171,2025-01-27 13:57:29,0.0
18820,-1476,3556,-155,272,-158,2025-01-27 13:57:29,0.0
18872,-1404,3680,-153,232,-196,2025-01-27 13:57:29,0.0
18888,-1492,3600,-120,280,-178,2025-01-27 13:57:29,0.0
18840,-1460,3560,-155,237,-176,2025-01-27 13:57:29,0.0
18780,-1560,3864,-144,131,-170,2025-01-27 13:57:29,0.0
18848,-1584,3688,-187,107,-179,2025-01-27 13:57:29,0.0
18848,-1552,3476,-182,179,-184,2025-01-27 13:57:30,0.0
18788,-1476,3704,-168,207,-190,2025-01-27 13:57:30,0.0
18768,-1408,3576,-149,217,-188,2025-01-27 13:57:30,0.0
18788,-1408,3608,-154,203,-176,2025-01-27 13:57:30,0.0
18980,-1448,3528,-146,246,-191,2025-01-27 13:57:30,0.0
18840,-1480,3724,-142,229,-187,2025-01-27 13:57:30,0.0
18788,-1472,3724,-148,238,-195,2025-01-27 13:57:30,0.0
18848,-1624,3736,-149,141,-166,2025-01-27 13:57:30,0.0
18812,-1436,3640,-147,139,-194,2025-01-27 13:57:30,0.0
18928,-1480,3764,-110,143,-185,2025-01-27 13:57:30,0.0
18816,-1464,3700,-101,155,-170,2025-01-27 13:57:30,0.0
18748,-1588,3580,-139,139,-160,2025-01-27 13:57:30,0.0
18900,-1532,3724,-120,142,-175,2025-01-27 13:57:30,0.0
18796,-1568,3740,-119,165,-133,2025-01-27 13:57:30,0.0
18852,-1548,3628,-109,179,-145,2025-01-27 13:57:30,0.0
18788,-1448,3552,-106,204,-181,2025-01-27 13:57:30,0.0
18824,-1548,3588,-89,225,-172,2025-01-27 13:57:30,0.0
18816,-1432,3632,-114,174,-184,2025-01-27 13:57:30,0.0
18928,-1528,3608,-113,184,-185,2025-01-27 13:57:30,0.0
18932,-1456,3676,-110,158,-186,2025-01-27 13:57:30,0.0
18908,-1504,3720,-137,172,-179,2025-01-27 13:57:30,0.0
18868,-1476,3644,-139,168,-165,2025-01-27 13:57:30,0.0
18896,-1488,3696,-188,166,-174,2025-01-27 13:57:30,0.0
18932,-1440,3692,-143,157,-181,2025-01-27 13:57:30,0.0
18868,-1436,3608,-162,94,-169,2025-01-27 13:57:30,0.0
18816,-1576,3664,-183,49,-162,2025-01-27 13:57:30,0.0
18736,-1464,3740,-211,76,-177,2025-01-27 13:57:30,0.0
18784,-1408,3444,-187,170,-211,2025-01-27 13:57:30,0.0
18856,-1484,3516,-195,236,-147,2025-01-27 13:57:30,0.0
18712,-1568,3660,-196,127,-157,2025-01-27 13:57:30,0.0
18952,-1556,3612,-215,123,-202,2025-01-27 13:57:30,0.0
18848,-1500,3568,-251,163,-177,2025-01-27 13:57:30,0.0
18888,-1420,3660,-212,139,-174,2025-01-27 13:57:30,0.0
18832,-1444,3612,-186,150,-178,2025-01-27 13:57:30,0.0
18804,-1464,3544,-192,181,-179,2025-01-27 13:57:30,0.0
18852,-1420,3544,-185,229,-200,2025-01-27 13:57:30,0.0
18780,-1512,3548,-195,249,-171,2025-01-27 13:57:30,0.0
18856,-1432,3684,-147,171,-161,2025-01-27 13:57:30,0.0
18920,-1508,3588,-105,147,-175,2025-01-27 13:57:30,0.0
18840,-1396,3596,-101,109,-162,2025-01-27 13:57:30,0.0
18740,-1428,3540,-107,103,-173,2025-01-27 13:57:30,0.0
18852,-1548,3776,-78,122,-185,2025-01-27 13:57:30,0.0
18796,-1452,3684,-97,157,-188,2025-01-27 13:57:30,0.0
18932,-1520,3748,-121,123,-171,2025-01-27 13:57:30,0.0
18800,-1516,3560,-123,124,-155,2025-01-27 13:57:30,0.0
18752,-1536,3584,-110,98,-165,2025-01-27 13:57:30,0.0
18760,-1492,3584,-147,154,-187,2025-01-27 13:57:30,0.0
18748,-1556,3488,-140,202,-191,2025-01-27 13:57:30,0.0
18832,-1512,3700,-144,211,-162,2025-01-27 13:57:30,0.0
18812,-1484,3404,-181,179,-189,2025-01-27 13:57:30,0.0
18868,-1480,3528,-165,171,-187,2025-01-27 13:57:30,0.0
18844,-1468,3576,-165,166,-175,2025-01-27 13:57:30,0.0
18824,-1600,3528,-167,189,-196,2025-01-27 13:57:30,0.0
18808,-1488,3608,-171,140,-179,2025-01-27 13:57:30,0.0
18864,-1568,3492,-169,169,-196,2025-01-27 13:57:30,0.0
18760,-1516,3624,-215,185,-192,2025-01-27 13:57:30,0.0
18796,-1548,3820,-232,160,-182,2025-01-27 13:57:30,0.0
18880,-1592,3636,-218,124,-173,2025-01-27 13:57:30,0.0
18876,-1416,3728,-214,135,-187,2025-01-27 13:57:30,0.0
18820,-1424,3452,-207,211,-190,2025-01-27 13:57:30,0.0
18924,-1488,3504,-232,196,-155,2025-01-27 13:57:30,0.0
18868,-1556,3624,-263,80,-156,2025-01-27 13:57:30,0.0
18732,-1536,3648,-244,198,-166,2025-01-27 13:57:30,0.0
18804,-1456,3636,-221,231,-156,2025-01-27 13:57:30,0.0
18836,-1428,3512,-231,188,-175,2025-01-27 13:57:31,0.0
18852,-1364,3652,-225,162,-180,2025-01-27 13:57:31,0.0
18856,-1420,3448,-245,186,-181,2025-01-27 13:57:31,0.0
18860,-1448,3476,-222,194,-162,2025-01-27 13:57:31,0.0
18772,-1400,3724,-214,176,-191,2025-01-27 13:57:31,0.0
18872,-1472,3660,-198,173,-182,2025-01-27 13:57:31,0.0
18872,-1500,3576,-171,158,-154,2025-01-27 13:57:31,0.0
18860,-1452,3632,-146,114,-159,2025-01-27 13:57:31,0.0
18868,-1404,3616,-164,99,-202,2025-01-27 13:57:31,0.0
18944,-1512,3700,-174,65,-171,2025-01-27 13:57:31,0.0
18892,-1516,3768,-143,80,-184,2025-01-27 13:57:31,0.0
18896,-1484,3848,-169,22,-174,2025-01-27 13:57:31,0.0
18968,-1464,3804,-134,2,-214,2025-01-27 13:57:31,0.0
18908,-1368,3900,-154,11,-213,2025-01-27 13:57:31,0.0
18916,-1396,3940,-130,13,-191,2025-01-27 13:57:31,0.0
18872,-1484,3976,-141,-19,-210,2025-01-27 13:57:31,0.0
19000,-1528,4080,-115,-174,-190,2025-01-27 13:57:31,
19004,-1352,4036,-74,-335,-210,2025-01-27 13:57:31,0.0
18960,-1256,4116,-47,-440,-175,2025-01-27 13:57:31,0.0
18916,-1440,3976,-24,-536,-166,2025-01-27 13:57:31,0.0
18924,-1540,3964,-55,-600,-92,2025-01-27 13:57:31,0.0
19024,-1488,4292,19,-698,-101,2025-01-27 13:57:31,0.0
19112,-1360,4240,82,-794,-146,2025-01-27 13:57:31,0.0
19040,-1352,4284,128,-913,-221,2025-01-27 13:57:31,0.0
19000,-1376,4196,100,-928,-276,2025-01-27 13:57:31,0.0
19080,-1372,4520,117,-892,-372,2025-01-27 13:57:31,0.0
18828,-1440,4412,108,-979,-336,2025-01-27 13:57:31,0.0
18912,-1712,4472,62,-1185,-303,2025-01-27 13:57:31,0.0
18912,-1652,4304,-124,-1360,-316,2025-01-27 13:57:31,0.0
18664,-1684,4044,-330,-1471,-316,2025-01-27 13:57:31,0.0
18472,-1584,4100,-519,-1195,-239,2025-01-27 13:57:31,0.0
18464,-1644,4352,-580,-781,-174,2025-01-27 13:57:31,0.0
18480,-1616,4644,-701,-633,-165,2025-01-27 13:57:31,0.0
18436,-1612,4828,-860,-615,-284,2025-01-27 13:57:31,0.0
18156,-1556,4528,-1040,-407,-387,2025-01-27 13:57:31,0.0
17672,-1188,4360,-1080,-36,-509,2025-01-27 13:57:31,0.0
17400,-1176,5072,-1066,420,-537,2025-01-27 13:57:31,0.0
17416,-988,5068,-1012,911,-486,2025-01-27 13:57:31,0.0
17280,-1004,4752,-946,1575,-394,2025-01-27 13:57:31,0.0
17044,-1112,4752,-783,2154,-270,2025-01-27 13:57:31,0.0
17112,-1208,4876,-665,2854,-179,2025-01-27 13:57:31,0.0
17600,-1284,4744,-746,3689,-136,2025-01-27 13:57:31,0.0
17976,-1416,5152,-792,4312,-400,2025-01-27 13:57:31,0.0
18196,-1912,4920,-765,4392,-593,2025-01-27 13:57:31,0.0
18404,-2116,3948,-870,3763,-702,2025-01-27 13:57:31,0.0
18532,-1800,4328,-996,2910,-825,2025-01-27 13:57:31,0.0
18292,-1480,5392,-944,1746,-1008,2025-01-27 13:57:31,0.0
17932,-1040,5512,-920,826,-1062,2025-01-27 13:57:31,0.0
17420,-940,5440,-843,-42,-1125,2025-01-27 13:57:31,0.0
16896,-1000,4780,-677,1265,-1479,2025-01-27 13:57:31,0.0
16756,-1184,5016,-513,3555,-1474,2025-01-27 13:57:31,0.0
16808,-1352,5932,-369,5619,-1189,2025-01-27 13:57:31,0.0
17428,-1360,5988,53,5187,-1209,2025-01-27 13:57:31,0.0
18240,-972,5388,473,5102,-1473,2025-01-27 13:57:31,0.0
