acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
-11912,-888,-6196,-221,206,-210,2025-01-27 14:10:34,0.0
-11920,-872,-6200,-214,266,-204,2025-01-27 14:10:34,0.0
-12032,-860,-5992,-230,261,-210,2025-01-27 14:10:34,0.0
-11992,-852,-6096,-239,240,-217,2025-01-27 14:10:34,0.0
-11928,-848,-6168,-290,186,-216,2025-01-27 14:10:34,0.0
-11884,-860,-6088,-273,184,-207,2025-01-27 14:10:34,0.0
-11896,-968,-6176,-290,176,-195,2025-01-27 14:10:34,0.0
-12032,-896,-6164,-229,150,-221,2025-01-27 14:10:35,0.0
-11984,-968,-6156,-236,160,-186,2025-01-27 14:10:35,0.0
-11976,-936,-6068,-236,190,-212,2025-01-27 14:10:35,0.0
-12004,-844,-6012,-223,132,-201,2025-01-27 14:10:35,0.0
-11928,-940,-6004,-244,139,-178,2025-01-27 14:10:35,0.0
-11860,-948,-6136,-224,176,-182,2025-01-27 14:10:35,0.0
-11944,-908,-5916,-225,273,-214,2025-01-27 14:10:35,0.0
-11996,-848,-6100,-201,311,-190,2025-01-27 14:10:35,0.0
-11900,-840,-5968,-182,301,-208,2025-01-27 14:10:35,0.0
-12056,-912,-6200,-183,225,-201,2025-01-27 14:10:35,0.0
-11964,-1056,-5860,-137,249,-189,2025-01-27 14:10:35,0.0
-12024,-968,-5988,-165,286,-174,2025-01-27 14:10:35,0.0
-12056,-888,-5964,-159,261,-170,2025-01-27 14:10:35,0.0
-12068,-884,-6068,-183,248,-195,2025-01-27 14:10:35,0.0
-11948,-884,-6140,-180,226,-190,2025-01-27 14:10:35,0.0
-12016,-936,-6072,-240,208,-210,2025-01-27 14:10:35,0.0
-12024,-848,-6184,-224,159,-215,2025-01-27 14:10:35,0.0
-11956,-848,-6240,-216,136,-219,2025-01-27 14:10:35,0.0
-11996,-792,-6196,-280,112,-219,2025-01-27 14:10:35,0.0
-11892,-896,-6108,-268,79,-222,2025-01-27 14:10:35,0.0
-11760,-876,-6196,-279,161,-213,2025-01-27 14:10:35,0.0
-11912,-884,-6216,-278,151,-215,2025-01-27 14:10:35,0.0
-11904,-900,-6032,-223,187,-220,2025-01-27 14:10:35,0.0
-11848,-892,-6164,-256,203,-204,2025-01-27 14:10:35,0.0
-11976,-1012,-5936,-199,215,-195,2025-01-27 14:10:35,0.0
-11976,-1012,-6064,-208,210,-213,2025-01-27 14:10:35,0.0
-11908,-904,-6036,-201,230,-199,2025-01-27 14:10:35,0.0
-11908,-856,-6120,-202,249,-191,2025-01-27 14:10:35,0.0
-12000,-932,-6148,-185,216,-173,2025-01-27 14:10:35,0.0
-12012,-888,-6212,-181,166,-166,2025-01-27 14:10:35,0.0
-11964,-936,-6072,-171,170,-191,2025-01-27 14:10:35,0.0
-11980,-928,-6216,-164,224,-183,2025-01-27 14:10:35,0.0
-12060,-900,-6160,-172,207,-166,2025-01-27 14:10:35,0.0
-11988,-968,-6148,-181,207,-182,2025-01-27 14:10:35,0.0
-11924,-972,-6212,-139,212,-164,2025-01-27 14:10:35,0.0
-11968,-1000,-6268,-107,163,-142,2025-01-27 14:10:35,0.0
-11964,-884,-6212,-127,185,-123,2025-01-27 14:10:35,0.0
-11900,-848,-6112,-154,205,-185,2025-01-27 14:10:35,0.0
-12024,-856,-6240,-121,268,-184,2025-01-27 14:10:35,0.0
-11936,-928,-6052,-154,282,-178,2025-01-27 14:10:35,0.0
-11900,-920,-6232,-96,88,-149,2025-01-27 14:10:35,0.0
-11844,-944,-6156,-70,159,-151,2025-01-27 14:10:35,0.0
-11832,-816,-5988,-115,203,-181,2025-01-27 14:10:35,0.0
-11936,-900,-6008,-83,254,-179,2025-01-27 14:10:35,0.0
-12000,-812,-5988,-105,269,-176,2025-01-27 14:10:35,0.0
-12076,-860,-6120,-84,213,-139,2025-01-27 14:10:35,0.0
-12064,-900,-6188,-74,250,-70,2025-01-27 14:10:35,0.0
-12012,-796,-6148,15,251,93,2025-01-27 14:10:35,0.0
-11868,-688,-6108,-44,451,97,2025-01-27 14:10:35,0.0
-11844,-612,-6136,-82,573,136,2025-01-27 14:10:35,0.0
-11864,-676,-6148,-130,582,172,2025-01-27 14:10:35,0.0
-11936,-904,-6364,-148,570,109,2025-01-27 14:10:35,0.0
-11964,-708,-6316,-77,487,176,2025-01-27 14:10:35,0.0
