acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
-13424,-992,-1984,-131,212,-162,2025-01-27 14:08:17,0.0
-13424,-1016,-1880,-130,195,-171,2025-01-27 14:08:17,0.0
-13356,-1040,-2060,-128,185,-137,2025-01-27 14:08:17,0.0
-13344,-1096,-1984,-101,258,-184,2025-01-27 14:08:17,0.0
-13512,-1112,-2068,-95,263,-170,2025-01-27 14:08:17,0.0
-13428,-1084,-1916,-75,258,-149,2025-01-27 14:08:17,0.0
-13372,-1100,-1932,-114,223,-153,2025-01-27 14:08:17,0.0
-13444,-1004,-1996,-116,197,-174,2025-01-27 14:08:17,0.0
-13416,-936,-2120,-178,182,-147,2025-01-27 14:08:17,0.0
-13476,-1032,-1940,-144,221,-168,2025-01-27 14:08:17,0.0
-13420,-1072,-1916,-163,264,-184,2025-01-27 14:08:17,0.0
-13384,-1064,-1924,-160,309,-177,2025-01-27 14:08:17,0.0
-13432,-1056,-2064,-171,304,-173,2025-01-27 14:08:17,0.0
-13468,-1048,-2040,-170,263,-181,2025-01-27 14:08:17,0.0
-13408,-1036,-2120,-139,229,-188,2025-01-27 14:08:17,0.0
-13352,-1156,-2080,-173,229,-155,2025-01-27 14:08:17,0.0
-13300,-976,-1928,-148,246,-176,2025-01-27 14:08:17,0.0
-13480,-960,-2048,-152,291,-153,2025-01-27 14:08:17,0.0
-13496,-1012,-2128,-165,336,-142,2025-01-27 14:08:17,0.0
-13476,-940,-1912,-186,392,-161,2025-01-27 14:08:17,0.0
-13492,-948,-2088,-174,311,-172,2025-01-27 14:08:17,0.0
-13504,-1080,-2228,-173,147,-199,2025-01-27 14:08:17,0.0
-13408,-1104,-2176,-130,172,-150,2025-01-27 14:08:17,0.0
-13332,-1056,-2012,-108,187,-170,2025-01-27 14:08:17,0.0
-13436,-1052,-2052,-121,234,-169,2025-01-27 14:08:17,0.0
-13480,-1064,-2092,-136,262,-182,2025-01-27 14:08:17,0.0
-13436,-1008,-2012,-104,253,-158,2025-01-27 14:08:17,0.0
-13460,-1056,-2084,-111,187,-183,2025-01-27 14:08:18,0.0
-13504,-992,-2196,-125,254,-175,2025-01-27 14:08:18,0.0
-13496,-992,-2152,-148,264,-164,2025-01-27 14:08:18,0.0
-13440,-980,-2076,-164,228,-160,2025-01-27 14:08:18,0.0
-13356,-1008,-2292,-201,167,-187,2025-01-27 14:08:18,0.0
-13420,-976,-2036,-182,214,-136,2025-01-27 14:08:18,0.0
-13448,-996,-2180,-192,246,-126,2025-01-27 14:08:18,0.0
-13532,-980,-1988,-219,262,-141,2025-01-27 14:08:18,0.0
-13484,-1080,-2196,-224,242,-155,2025-01-27 14:08:18,0.0
-13424,-960,-2096,-189,248,-172,2025-01-27 14:08:18,0.0
-13412,-1000,-2100,-188,214,-166,2025-01-27 14:08:18,0.0
-13504,-988,-1928,-198,221,-155,2025-01-27 14:08:18,0.0
-13420,-984,-2036,-196,182,-182,2025-01-27 14:08:18,0.0
-13376,-924,-2096,-215,256,-178,2025-01-27 14:08:18,0.0
-13380,-988,-2120,-236,288,-166,2025-01-27 14:08:18,0.0
-13584,-984,-2144,-215,330,-166,2025-01-27 14:08:18,0.0
-13464,-932,-2204,-265,285,-163,2025-01-27 14:08:18,0.0
-13360,-924,-2132,-280,252,-163,2025-01-27 14:08:18,0.0
-13368,-924,-2248,-279,233,-155,2025-01-27 14:08:18,0.0
-13340,-1020,-2244,-274,221,-201,2025-01-27 14:08:18,0.0
-13440,-1008,-2172,-261,242,-171,2025-01-27 14:08:18,0.0
-13524,-1088,-2008,-241,128,-153,2025-01-27 14:08:18,0.0
-13592,-976,-2152,-199,-56,-53,2025-01-27 14:08:18,0.0
-13472,-1112,-2200,-227,-127,-48,2025-01-27 14:08:18,0.0
-13700,-952,-2220,-101,-224,150,2025-01-27 14:08:18,0.0
-13644,-888,-2412,-106,-124,277,2025-01-27 14:08:18,0.0
-13632,-560,-2196,-235,273,332,2025-01-27 14:08:18,0.0
-13880,-72,-2032,-268,526,626,2025-01-27 14:08:18,0.0
-14144,80,-1912,-217,287,926,2025-01-27 14:08:18,0.0
-14120,240,-2044,-274,-454,1299,2025-01-27 14:08:18,0.0
-13808,392,-2748,-396,-767,1555,2025-01-27 14:08:18,0.0
-13724,1024,-2928,-389,-264,1844,2025-01-27 14:08:18,0.0
-13444,1000,-2992,-576,335,1800,2025-01-27 14:08:18,0.0
-13232,752,-2464,-748,474,1389,2025-01-27 14:08:18,0.0
-13492,508,-1944,-809,283,1178,2025-01-27 14:08:18,0.0
