acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
-13756,-1672,2072,248,152,-176,2025-01-27 14:15:11,0.0
-13728,-1672,1936,277,239,-218,2025-01-27 14:15:11,0.0
-13860,-1552,2032,300,330,-215,2025-01-27 14:15:11,0.0
-13708,-1664,1948,280,364,-193,2025-01-27 14:15:11,0.0
-13840,-1540,1872,222,430,-211,2025-01-27 14:15:11,0.0
-13824,-1400,2044,132,387,-194,2025-01-27 14:15:11,0.0
-13884,-1412,1828,66,358,-168,2025-01-27 14:15:11,0.0
-13860,-1340,1880,28,303,-138,2025-01-27 14:15:11,0.0
-13936,-1480,1780,-148,295,-131,2025-01-27 14:15:11,0.0
-13976,-1444,1800,-226,301,-125,2025-01-27 14:15:11,0.0
-14028,-1444,1892,-267,219,-123,2025-01-27 14:15:11,0.0
-13976,-1444,1876,-309,-5,-130,2025-01-27 14:15:11,0.0
-13844,-1424,1864,-358,-166,-146,2025-01-27 14:15:11,0.0
-13676,-1524,1992,-379,-129,-141,2025-01-27 14:15:11,0.0
-13652,-1464,1768,-436,-2,-118,2025-01-27 14:15:11,0.0
-13744,-1548,1880,-469,201,-133,2025-01-27 14:15:11,0.0
-13800,-1508,1856,-456,345,-103,2025-01-27 14:15:11,0.0
-13796,-1548,1920,-483,336,-109,2025-01-27 14:15:11,0.0
-13896,-1544,1964,-487,200,-107,2025-01-27 14:15:11,0.0
-13800,-1724,1780,-430,165,-98,2025-01-27 14:15:11,0.0
-13584,-1720,2004,-356,296,-107,2025-01-27 14:15:11,0.0
-13640,-1796,1968,-240,530,-161,2025-01-27 14:15:11,0.0
-13836,-1820,1884,-110,483,-207,2025-01-27 14:15:11,0.0
-13872,-1840,1864,26,311,-235,2025-01-27 14:15:11,0.0
-13940,-1860,2072,118,289,-227,2025-01-27 14:15:11,0.0
-13792,-1652,2040,217,213,-255,2025-01-27 14:15:11,0.0
-13804,-1608,2136,348,97,-241,2025-01-27 14:15:11,0.0
-13816,-1684,2072,410,58,-229,2025-01-27 14:15:11,0.0
-13848,-1528,1900,404,57,-219,2025-01-27 14:15:11,0.0
-13812,-1592,1948,376,78,-209,2025-01-27 14:15:11,0.0
-13972,-1480,2084,350,152,-237,2025-01-27 14:15:11,0.0
-13924,-1484,1780,372,140,-217,2025-01-27 14:15:11,0.0
-13924,-1372,1884,379,-3,-192,2025-01-27 14:15:11,0.0
-13796,-1492,1932,286,-60,-205,2025-01-27 14:15:11,0.0
-13712,-1468,1848,279,-105,-207,2025-01-27 14:15:11,0.0
-13632,-1512,1976,231,9,-199,2025-01-27 14:15:11,0.0
-13584,-1472,1856,228,193,-213,2025-01-27 14:15:11,0.0
-13680,-1468,1876,219,318,-224,2025-01-27 14:15:11,0.0
-13728,-1592,1968,211,362,-223,2025-01-27 14:15:11,0.0
-13740,-1456,1760,189,316,-201,2025-01-27 14:15:11,0.0
-13676,-1480,1796,138,247,-192,2025-01-27 14:15:11,0.0
-13620,-1544,1884,114,288,-208,2025-01-27 14:15:11,0.0
-13724,-1516,1956,145,433,-250,2025-01-27 14:15:11,0.0
-13944,-1500,2004,134,539,-245,2025-01-27 14:15:11,0.0
-13748,-1548,1912,83,510,-256,2025-01-27 14:15:11,0.0
-13940,-1424,2052,101,438,-217,2025-01-27 14:15:11,0.0
-14016,-1456,2048,98,390,-236,2025-01-27 14:15:11,0.0
-13828,-1496,1908,41,251,-242,2025-01-27 14:15:11,0.0
-13812,-1592,2048,-5,206,-250,2025-01-27 14:15:11,0.0
-13624,-1612,2064,0,260,-257,2025-01-27 14:15:11,0.0
-13684,-1628,2180,28,388,-252,2025-01-27 14:15:11,0.0
-13732,-1520,1988,35,433,-237,2025-01-27 14:15:11,0.0
-14040,-1472,1808,-5,291,-264,2025-01-27 14:15:11,0.0
-13912,-1592,1944,-72,264,-259,2025-01-27 14:15:11,0.0
-13896,-1676,1952,-75,319,-235,2025-01-27 14:15:11,0.0
-13788,-1628,1816,-35,311,-203,2025-01-27 14:15:12,0.0
-13760,-1496,1776,-103,400,-187,2025-01-27 14:15:12,0.0
-13820,-1520,1904,-87,651,-206,2025-01-27 14:15:12,0.0
-13764,-1636,1616,-65,644,-171,2025-01-27 14:15:12,0.0
-13744,-1600,1672,-120,493,-224,2025-01-27 14:15:12,0.0
-13892,-1536,1600,-192,339,-217,2025-01-27 14:15:12,0.0
-13904,-1608,1868,-216,242,-190,2025-01-27 14:15:12,0.0
-14004,-1508,2024,-228,225,-161,2025-01-27 14:15:12,0.0
-13868,-1652,1840,-240,142,-103,2025-01-27 14:15:12,0.0
-13832,-1504,1660,-287,95,-158,2025-01-27 14:15:12,0.0
-13824,-1636,1672,-309,146,-147,2025-01-27 14:15:12,0.0
-13804,-1716,1520,-318,259,-181,2025-01-27 14:15:12,0.0
-13928,-1664,1508,-362,219,-172,2025-01-27 14:15:12,0.0
-14044,-1648,1540,-443,63,-182,2025-01-27 14:15:12,0.0
-14032,-1720,1704,-459,-216,-157,2025-01-27 14:15:12,0.0
-13948,-1824,1648,-464,-297,-144,2025-01-27 14:15:12,0.0
-13944,-1816,1296,-541,-338,-134,2025-01-27 14:15:12,0.0
-13892,-1748,1184,-645,-396,-93,2025-01-27 14:15:12,0.0
-13776,-1748,1280,-772,-377,-88,2025-01-27 14:15:12,0.0
-13756,-1780,1092,-831,-339,-86,2025-01-27 14:15:12,0.0
-13960,-1832,1256,-999,-144,-71,2025-01-27 14:15:12,0.0
-14060,-1736,1136,-1229,-216,-49,2025-01-27 14:15:12,0.0
-14380,-1536,1128,-1348,-414,21,2025-01-27 14:15:12,0.0
-14416,-1584,1044,-1503,-627,111,2025-01-27 14:15:12,0.0
-14296,-1744,820,-1624,-920,183,2025-01-27 14:15:12,0.0
-14076,-1772,792,-1729,-1316,277,2025-01-27 14:15:12,0.0
-13960,-2004,1028,-1878,-1554,312,2025-01-27 14:15:12,0.0
-13952,-2136,1164,-1896,-1596,389,2025-01-27 14:15:12,0.0
-13960,-2096,1012,-1960,-1620,490,2025-01-27 14:15:12,0.0
-14040,-2044,840,-2066,-1777,517,2025-01-27 14:15:12,0.0
-14296,-2040,760,-2123,-2178,539,2025-01-27 14:15:12,0.0
-14252,-2056,752,-2247,-2665,762,2025-01-27 14:15:12,0.0
-14036,-2052,1184,-2326,-3353,1058,2025-01-27 14:15:12,0.0
-13672,-1816,1096,-2316,-3884,1392,2025-01-27 14:15:12,0.0
-13456,-1592,364,-2386,-4011,1765,2025-01-27 14:15:12,0.0
-13344,-1704,-88,-2664,-3640,1879,2025-01-27 14:15:12,0.0
-13056,-1612,-20,-2857,-3154,1812,2025-01-27 14:15:12,0.0
-12728,-1756,-68,-2984,-2754,1735,2025-01-27 14:15:12,0.0
-12248,-1788,220,-3093,-2303,1637,2025-01-27 14:15:12,0.0
-11748,-1868,124,-3143,-1557,1344,2025-01-27 14:15:12,0.0
-11440,-1716,-360,-3040,-464,830,2025-01-27 14:15:12,0.0
-10896,-1304,-1736,-2946,358,138,2025-01-27 14:15:12,0.0
-10288,-728,-2896,-2746,-206,-776,2025-01-27 14:15:12,0.0
-9204,-836,-2616,-2935,-2376,-1534,2025-01-27 14:15:12,0.0
-8756,-1000,1564,-3872,-1537,-2509,2025-01-27 14:15:12,
-9908,-1556,7096,-3515,4293,-2886,2025-01-27 14:15:12,0.0
-13044,-1432,8020,-1065,9740,-1701,2025-01-27 14:15:12,0.0
-14812,-1444,6140,270,9923,-201,2025-01-27 14:15:12,0.0
-15740,-776,4712,289,6420,767,2025-01-27 14:15:12,0.0
-15024,-324,3864,68,1480,1332,2025-01-27 14:15:12,0.0
-15316,-32,4788,-47,-1759,1514,2025-01-27 14:15:12,0.0
-14088,264,3888,-19,-3938,1540,2025-01-27 14:15:12,0.0
-12672,620,4176,-141,-6172,1378,2025-01-27 14:15:12,0.0
-10100,936,3372,-405,-8892,730,2025-01-27 14:15:12,0.0
-9176,492,2856,-624,-10036,193,2025-01-27 14:15:12,0.0
-8792,-252,3312,-650,-8658,-31,2025-01-27 14:15:12,0.0
-8864,-960,3872,-575,-5005,-581,2025-01-27 14:15:12,0.0
-9848,-1236,4396,-191,-2075,-1371,2025-01-27 14:15:12,0.0
-11556,-1368,4960,43,-2768,-1513,2025-01-27 14:15:13,0.0
-12248,-1856,4596,822,-4747,-1119,2025-01-27 14:15:13,0.0
-12488,-2700,3440,1663,-5853,-740,2025-01-27 14:15:13,0.0
-12412,-2356,2656,1513,-5479,-1206,2025-01-27 14:15:13,0.0
-13040,-1156,3948,542,-4435,-1827,2025-01-27 14:15:13,0.0
-13032,-520,5996,-394,-4761,-2026,2025-01-27 14:15:13,0.0
-12740,64,7024,-411,-6614,-2248,2025-01-27 14:15:13,0.0
-12252,220,6872,116,-7279,-2206,2025-01-27 14:15:13,0.0
-12696,-508,5504,496,-6724,-1837,2025-01-27 14:15:13,0.0
-13068,-892,5688,901,-6630,-1366,2025-01-27 14:15:13,0.0
-13672,-1412,7700,1394,-6299,-1234,2025-01-27 14:15:13,0.0
-14228,-1636,8588,1510,-7168,-1242,2025-01-27 14:15:13,0.0
-14224,-1904,8400,1445,-8925,-1038,2025-01-27 14:15:13,0.0
-13828,-1468,8652,1418,-10184,-1344,2025-01-27 14:15:13,0.0
-13204,-1304,8108,1229,-10736,-1792,2025-01-27 14:15:13,0.0
-12956,-1496,8496,1142,-10498,-2011,2025-01-27 14:15:13,0.0
-12508,-1628,8772,1839,-10555,-1729,2025-01-27 14:15:13,0.0
-13048,-2156,9296,2718,-10822,-1341,2025-01-27 14:15:13,0.0
-11912,-2552,9096,3136,-10838,-1429,2025-01-27 14:15:13,0.0
-11152,-2420,9736,3205,-10998,-1817,2025-01-27 14:15:13,0.0
-11080,-1924,10168,3366,-11717,-2013,2025-01-27 14:15:13,0.0
-11356,-1448,10804,3586,-12782,-1856,2025-01-27 14:15:13,0.0
-11300,-1552,11064,3634,-13853,-1701,2025-01-27 14:15:13,0.0
-10952,-2056,10480,3521,-13713,-1741,2025-01-27 14:15:13,0.0
-11180,-2220,11012,3047,-11688,-2167,2025-01-27 14:15:13,0.0
-11416,-1996,11576,2480,-10640,-2363,2025-01-27 14:15:13,0.0
-11500,-2044,12612,1833,-10763,-2507,2025-01-27 14:15:13,0.0
-10596,-2496,12652,1595,-11771,-2800,2025-01-27 14:15:13,0.0
-10256,-2528,12024,1096,-11838,-3107,2025-01-27 14:15:13,0.0
-10624,-1476,12104,643,-10662,-3210,2025-01-27 14:15:13,0.0
-9696,-1224,13232,737,-8748,-2945,2025-01-27 14:15:13,0.0
-9880,-1140,14448,839,-8480,-2644,2025-01-27 14:15:13,0.0
-8884,-1876,13452,628,-9407,-2747,2025-01-27 14:15:13,0.0
-8548,-2012,13064,178,-9820,-3139,2025-01-27 14:15:13,0.0
-13296,-3364,12916,386,-2772,-2854,2025-01-27 14:15:13,0.0
-6992,-1940,14180,942,-8601,-2988,2025-01-27 14:15:13,0.0
-8744,-3332,15980,1527,-8534,-2946,2025-01-27 14:15:13,0.0
-8576,-3452,16564,1817,-10023,-3203,2025-01-27 14:15:13,0.0
-8012,-2184,16508,2158,-10045,-3484,2025-01-27 14:15:13,0.0
-8152,-804,18180,1490,-8264,-4032,2025-01-27 14:15:13,0.0
-8492,-768,18376,675,-7869,-3967,2025-01-27 14:15:13,0.0
-7760,-1224,18220,-379,-8180,-3602,2025-01-27 14:15:13,0.0
-7056,-1064,18456,-786,-8168,-2752,2025-01-27 14:15:13,0.0
-6148,-1068,18644,-879,-7669,-1988,2025-01-27 14:15:13,0.0
-4436,-1428,18324,-1719,-7543,-1599,2025-01-27 14:15:13,0.0
-4208,-2124,18532,-2137,-6817,-1461,2025-01-27 14:15:13,0.0
-4644,-2816,17944,-2511,-5854,-1495,2025-01-27 14:15:13,0.0
-4808,-2464,18556,-3724,-5223,-1715,2025-01-27 14:15:13,0.0
-5572,-1512,18964,-4424,-5299,-1561,2025-01-27 14:15:13,0.0
-5060,-632,19232,-4371,-5892,-737,2025-01-27 14:15:13,0.0
-3648,-1644,18108,-2354,-5215,371,2025-01-27 14:15:13,0.0
-2356,-2172,18308,-2047,-6209,274,2025-01-27 14:15:13,0.0
-3344,-3824,18160,-2058,-8294,-220,2025-01-27 14:15:13,0.0
-2452,-4764,18560,-2314,-10264,-1607,2025-01-27 14:15:13,0.0
-3208,-5656,19988,-1759,-9518,-3264,2025-01-27 14:15:13,0.0
-3388,-5824,19864,-1492,-7477,-5064,2025-01-27 14:15:13,0.0
-4316,-4728,17228,-1930,-6081,-5866,2025-01-27 14:15:13,0.0
-1500,-4028,17812,-2316,-7692,-6476,2025-01-27 14:15:13,0.0
-532,-4312,18964,-2777,-8679,-7415,2025-01-27 14:15:13,0.0
-1568,-4152,18820,-3559,-9301,-8218,2025-01-27 14:15:13,0.0
-924,-4560,18464,-3649,-9691,-8574,2025-01-27 14:15:13,0.0
344,-4996,19636,-3686,-11664,-9552,2025-01-27 14:15:13,0.0
-1244,-4684,20636,-3256,-11988,-10031,2025-01-27 14:15:14,0.0
2140,-4788,20264,-2573,-14320,-10614,2025-01-27 14:15:14,0.0
4844,-4140,19620,-1180,-14005,-11929,2025-01-27 14:15:14,0.0
5060,-2832,18480,-1203,-15377,-12431,2025-01-27 14:15:14,0.0
3088,-3044,18924,-1359,-14039,-12669,2025-01-27 14:15:14,0.0
652,-4156,14544,-1478,-6831,-11660,2025-01-27 14:15:14,0.0
1828,-2612,17028,-1613,-1824,-11182,2025-01-27 14:15:14,0.0
3272,-2744,18256,-1623,-465,-10270,2025-01-27 14:15:14,0.0
3276,-4028,19048,-1930,-2294,-9598,2025-01-27 14:15:14,0.0
536,-5188,17620,-1371,-226,-9062,2025-01-27 14:15:14,0.0
828,-4648,16844,-1974,1990,-7748,2025-01-27 14:15:14,0.0
720,-6420,17392,-1398,6415,-7109,2025-01-27 14:15:14,0.0
2060,-8564,19348,-1073,9012,-6723,2025-01-27 14:15:14,0.0
4,-9408,18680,-729,9075,-6914,2025-01-27 14:15:14,0.0
364,-7608,18952,-1546,4761,-6797,2025-01-27 14:15:14,0.0
2052,-5376,18820,-2001,2805,-6987,2025-01-27 14:15:14,0.0
1916,-4412,16596,-2477,651,-6365,2025-01-27 14:15:14,0.0
1156,-5520,16804,-1680,765,-5397,2025-01-27 14:15:14,0.0
2436,-5020,19288,-1365,1437,-5363,2025-01-27 14:15:14,0.0
2292,-4420,17716,-1564,2118,-4827,2025-01-27 14:15:14,0.0
